id_censo,fuente,tipo_caso,perna02_r,perna02_r_imp,ci,docextpais,docexttipo,docextnro,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,fecha_nacimiento,id_sexo
CEN000775,censo2023,A,UY,UY,44484752,,,,SOFIA,BELEN,SUAREZ,,1990-12-07,2
CEN000776,censo2023,A,AR,AR,,032,DNI,R040447,PEDRO,INES,,,1997-03-28,1
CEN000777,censo2023,A,UY,UY,45912705,,,,PEDRO,BEATRIZ,MARTINEZ,VELAZQUEZ,1960-04-18,1
CEN000778,censo2023,A,UY,UY,42435062,,,,SOFIA,EZEQUIEL,VELAZQUEZ,,1961-03-01,2
CEN000779,censo2023,C,VE,VE,,862,DNI,V160790,FLORENCIA,CARLOS,,,1964-04-04,2
CEN000780,censo2023,C,UY,UY,46847550,,,,ANDRES,EZEQUIEL,BENITEZ,,1962-01-31,1
CEN000781,censo2023,A,UY,UY,45164014,,,,GONZALO,JAVIER,RUIZ,,1996-10-02,1
CEN000782,censo2023,A,UY,UY,50336289,,,,MARTINA,LUIS,PEREZ,RUIZ,2002-06-21,2
CEN000783,censo2023,A,UY,UY,53084438,,,,INES,MAR,SUAREZ,,1973-10-24,2
CEN000784,censo2023,A,AR,AR,,032,PAS,A831739,ANDRES,LUIS,ACOSTA,,1962-04-30,1
CEN000785,censo2023,C,UY,UY,42931726,,,,INES,MAR,TORRES,,1995-10-06,2
CEN000786,censo2023,B,BR,BR,,076,PAS,B704768,SANTIAGO,,FERNANDEZ,,2000-11-14,1
CEN000787,censo2023,B,UY,UY,57178332,,,,NOELIA,ELENA,PEREZ,,1976-07-22,2
CEN000788,censo2023,C,UY,UY,44007620,,,,MATEO,BELEN,RAMIREZ,,1975-02-21,1
CEN000789,censo2023,A,BR,BR,,076,DNI,R739507,LAURA,DAMIAN,PEREZ,,1969-03-22,2
CEN000790,censo2023,A,BR,BR,,076,PAS,B510570,ANA,ALEJANDRO,ALONSO,,1958-11-01,2
CEN000791,censo2023,A,UY,UY,47520303,,,,LAURA,,,,2004-12-26,2
CEN000792,censo2023,A,UY,UY,35876859,,,,JULIETA,,RUIZ,,1993-11-28,2
CEN000793,censo2023,A,BR,BR,,076,PAS,R927081,JUAN,CARLOS,ALONSO,,1972-08-06,1
CEN000794,censo2023,B,UY,UY,52943317,,,,ELISA,BEATRIZ,DIAZ,,1961-04-19,2
CEN000795,censo2023,A,UY,UY,31329866,,,,INES,BEATRIZ,FERNANDEZ,PEREZ,1968-06-30,2
CEN000796,censo2023,B,UY,UY,,,,,SEBASTIAN,,,,1961-04-11,1
CEN000797,censo2023,A,UY,UY,43950384,,,,LAURA,NOELIA,SILVA,,1991-02-20,2
CEN000798,censo2023,B,AR,AR,,032,PAS,R467222,CARLA,BELEN,DIAZ,,1990-01-11,2
CEN000799,censo2023,A,VE,VE,,862,PAS,E467789,THIAGO,,PEREIRA,,1998-04-08,1
CEN000800,censo2023,A,UY,UY,46830144,,,,MATEO,NOELIA,GOMEZ,RAMIREZ,1980-01-07,1
CEN000801,censo2023,A,UY,UY,49676596,,,,NICOLAS,,ALONSO,,1953-03-20,1
CEN000802,censo2023,A,PY,PY,,600,PAS,Y718247,NICOLAS,JAVIER,VELAZQUEZ,,1950-09-25,1
CEN000803,censo2023,A,UY,UY,35622428,,,,JOAQUIN,JAVIER,CORREA,,1986-04-29,1
CEN000804,censo2023,C,UY,UY,42104896,,,,LUCIA,MAR,BENITEZ,,1990-11-26,2
CEN000805,censo2023,A,UY,UY,37069484,,,,SEBASTIAN,,CORREA,,1971-12-12,1
CEN000806,censo2023,A,UY,UY,58816057,,,,MARTIN,MAR,,VELAZQUEZ,2001-08-21,1
CEN000807,censo2023,C,UY,UY,41806349,,,,JULIETA,BEATRIZ,,,1958-07-14,2
CEN000808,censo2023,C,VE,VE,,862,DNI,V091204,SOFIA,,,RUIZ,2000-07-26,2
CEN000809,censo2023,A,UY,UY,38950410,,,,LAURA,MAR,LOPEZ,,1974-11-22,2
CEN000810,censo2023,B,BR,BR,,076,DNI,B825482,THIAGO,,VELAZQUEZ,,1991-07-30,1
CEN000811,censo2023,A,UY,UY,52418641,,,,THIAGO,JAVIER,,,1981-02-08,1
CEN000812,censo2023,A,UY,UY,38479329,,,,MICAELA,,SUAREZ,,1968-02-19,
CEN000813,censo2023,C,BR,BR,,076,PAS,R689946,ELISA,DAMIAN,,,1985-08-19,2
CEN000814,censo2023,A,UY,UY,49205956,,,,SEBASTIAN,NOELIA,TORRES,,1986-11-17,1
CEN000815,censo2023,C,UY,UY,53829465,,,,SANTIAGO,BEATRIZ,,,1971-03-07,1
CEN000816,censo2023,A,UY,UY,34596987,,,,MARTINA,ANDREA,ACOSTA,,1971-01-14,2
CEN000817,censo2023,A,UY,UY,46757540,,,,RUBEN,,,,1967-02-18,1
CEN000818,censo2023,A,UY,UY,57456088,,,,THIAGO,INES,GOMEZ,SUAREZ,1994-06-23,1
CEN000819,censo2023,A,UY,UY,39294159,,,,LUCIA,,,,1985-01-18,2
CEN000820,censo2023,A,UY,UY,,,,,ANA,BELEN,PEREZ,,1977-05-07,2
CEN000821,censo2023,B,UY,UY,35808301,,,,RUBEN,NOELIA,SILVA,,1986-05-31,1
CEN000822,censo2023,A,UY,UY,52503154,,,,MARIA,DAMIAN,RODRIGUEZ,LOPEZ,2005-05-10,2
CEN000823,censo2023,A,AR,AR,,032,DNI,R382942,FLORENCIA,,ALONSO,,1953-11-20,2
CEN000824,censo2023,B,UY,UY,45956996,,,,LEONARDO,BEATRIZ,,,1979-07-13,1
CEN000825,censo2023,A,UY,UY,58819549,,,,ANDRES,BELEN,DIAZ,,1955-01-10,1
CEN000826,censo2023,C,VE,VE,,862,DNI,V590580,RUBEN,,VELAZQUEZ,,1989-04-22,1
CEN000827,censo2023,B,UY,UY,34857068,,,,JUAN,ALEJANDRO,,,,1
CEN000828,censo2023,A,UY,UY,44391755,,,,ANA,DAMIAN,MARTINEZ,,1971-09-11,2
CEN000829,censo2023,A,UY,UY,37361626,,,,ELISA,INES,,,1954-05-27,2
CEN000830,censo2023,A,PY,PY,,600,PAS,Y792462,GONZALO,ANDREA,BENITEZ,,1969-09-15,1
CEN000831,censo2023,A,UY,UY,57484176,,,,ANDRES,,SILVA,,1968-10-12,
CEN000832,censo2023,A,UY,UY,58794210,,,,ELISA,BEATRIZ,PEREIRA,,1977-06-01,2
CEN000833,censo2023,A,UY,UY,47735837,,,,LEONARDO,,,,1988-12-10,1
CEN000834,censo2023,A,UY,UY,48124904,,,,SANTIAGO,NOELIA,,GOMEZ,1955-09-23,1
CEN000835,censo2023,A,UY,UY,39895744,,,,SEBASTIAN,CARLOS,PEREIRA,,1984-12-05,1
CEN000836,censo2023,B,UY,UY,48077542,,,,MARTIN,ALEJANDRO,ACOSTA,,1958-01-16,1
CEN000837,censo2023,A,UY,UY,41454848,,,,SEBASTIAN,,LOPEZ,,1997-07-08,1
CEN000838,censo2023,A,AR,AR,,032,PAS,R350358,LEONARDO,LUIS,LOPEZ,,1983-02-10,1
CEN000839,censo2023,A,VE,VE,,862,DNI,V008147,GONZALO,INES,ALONSO,RAMIREZ,2003-03-23,1
CEN000840,censo2023,A,UY,UY,40470734,,,,FACUNDO,BELEN,SUAREZ,DIAZ,1983-07-20,1
CEN000841,censo2023,A,UY,UY,55997650,,,,FLORENCIA,,,,1978-02-05,2
CEN000842,censo2023,A,PY,PY,,600,DNI,Y280774,JOAQUIN,CARLOS,,,1971-06-18,1
CEN000843,censo2023,A,VE,VE,,862,PAS,E749761,MICAELA,,RODRIGUEZ,,1999-07-26,2
CEN000844,censo2023,A,UY,UY,42842644,,,,LAURA,,,,1991-02-24,2
CEN000845,censo2023,A,UY,UY,59898350,,,,NICOLAS,ELENA,PEREZ,,1972-07-03,1
CEN000846,censo2023,A,UY,UY,34268244,,,,CARLA,LUIS,,,1958-12-27,2
CEN000847,censo2023,A,UY,UY,49080957,,,,GONZALO,DAMIAN,,,1964-04-06,1
CEN000848,censo2023,A,UY,UY,48010515,,,,DIEGO,DAMIAN,SUAREZ,,2005-04-15,1
CEN000849,censo2023,A,UY,UY,58242887,,,,MARTINA,MAR,,,1973-12-22,2
CEN000850,censo2023,A,UY,UY,33634118,,,,JOAQUIN,,,,1957-04-02,1
CEN000851,censo2023,B,AR,AR,,032,PAS,A461803,SOFIA,ELENA,SUAREZ,,1986-08-10,2
CEN000852,censo2023,A,UY,UY,43025471,,,,PEDRO,DAMIAN,,,1971-04-22,1
CEN000853,censo2023,C,AR,AR,,032,PAS,A302677,ANDRES,NOELIA,,,1976-04-19,1
CEN000854,censo2023,A,UY,UY,59744273,,,,VALENTINA,CARLOS,,,1953-02-06,2
CEN000855,censo2023,A,UY,UY,56088629,,,,VALENTINA,,RODRIGUEZ,,1973-01-16,2
CEN000856,censo2023,C,UY,UY,42203506,,,,MICAELA,,CORREA,,1996-10-14,2
CEN000857,censo2023,B,UY,UY,58526951,,,,PAOLA,ELENA,PEREIRA,,1978-01-31,2
CEN000858,censo2023,B,UY,UY,30968616,,,,MARIA,,,SILVA,,2
CEN000859,censo2023,A,UY,UY,45467181,,,,PEDRO,,PEREIRA,,2004-01-19,1
CEN000860,censo2023,A,AR,AR,,032,DNI,A417479,LAURA,LUIS,SUAREZ,ACOSTA,1995-01-03,2
CEN000861,censo2023,C,VE,VE,,862,DNI,V582041,JULIETA,,FERNANDEZ,GOMEZ,1973-11-03,2
CEN000862,censo2023,A,UY,UY,45711551,,,,DIEGO,JAVIER,VELAZQUEZ,,1974-06-23,1
CEN000863,censo2023,A,UY,UY,56063844,,,,JULIETA,AGUSTINA,SILVA,,1958-11-24,2
CEN000864,censo2023,C,UY,UY,53989926,,,,ANA,BEATRIZ,DIAZ,,1965-07-16,2
CEN000865,censo2023,A,UY,UY,32524411,,,,PEDRO,ELENA,FERNANDEZ,,2001-08-08,1
CEN000866,censo2023,A,UY,UY,55243760,,,,INES,INES,PEREZ,,1984-12-01,2
CEN000867,censo2023,B,UY,UY,33567890,,,,MATEO,AGUSTINA,RAMIREZ,,,1
CEN000868,censo2023,A,UY,UY,35206535,,,,MICAELA,NOELIA,SILVA,ACOSTA,1954-03-21,2
CEN000869,censo2023,B,UY,UY,56994844,,,,THIAGO,ALEJANDRO,RODRIGUEZ,,1998-10-21,1
CEN000870,censo2023,A,BR,BR,,076,PAS,R572127,MICAELA,ELENA,RAMIREZ,,1955-12-03,2
CEN000871,censo2023,C,BR,BR,,076,PAS,B919261,SOFIA,ALEJANDRO,MARTINEZ,,1991-11-30,2
CEN000872,censo2023,C,UY,UY,40148317,,,,GONZALO,,GOMEZ,,1997-07-20,1
CEN000873,censo2023,A,UY,UY,34071622,,,,ANDRES,INES,ALONSO,,1967-03-12,1
CEN000874,censo2023,A,UY,UY,51068690,,,,SOFIA,MAR,RODRIGUEZ,,1970-01-10,2
CEN000875,censo2023,C,UY,UY,30080433,,,,MICAELA,JAVIER,,,1998-08-05,2
CEN000876,censo2023,A,UY,UY,31040928,,,,THIAGO,BEATRIZ,RODRIGUEZ,,1974-05-26,1
CEN000877,censo2023,A,UY,UY,46025477,,,,NOELIA,NOELIA,LOPEZ,,1983-08-07,2
CEN000878,censo2023,B,BR,BR,,076,PAS,B731955,SEBASTIAN,MAR,GOMEZ,,1951-05-23,1
CEN000879,censo2023,A,UY,UY,57191098,,,,GONZALO,JAVIER,RODRIGUEZ,MENDES,1965-05-04,1
CEN000880,censo2023,A,UY,UY,40150375,,,,JOAQUIN,ANDREA,FERNANDEZ,,1993-07-16,1
CEN000881,censo2023,C,UY,UY,,,,,JOAQUIN,ELENA,CORREA,,1975-07-04,1
CEN000882,censo2023,B,UY,UY,54736424,,,,INES,BELEN,,DIAZ,2002-11-09,2
CEN000883,censo2023,A,AR,AR,,032,DNI,R056016,CARLA,,,,1962-04-21,2
CEN000884,censo2023,A,UY,UY,52984848,,,,CARLA,INES,,,1956-02-06,2
CEN000885,censo2023,B,VE,VE,,862,PAS,E994290,MATEO,DAMIAN,PEREIRA,ACOSTA,1974-10-25,1
CEN000886,censo2023,B,UY,UY,48121588,,,,ANA,,,,1972-02-20,2
CEN000887,censo2023,A,UY,UY,57615553,,,,SANTIAGO,,PEREZ,,1963-01-13,1
CEN000888,censo2023,B,UY,UY,33446177,,,,PAOLA,INES,TORRES,,1970-12-12,2
CEN000889,censo2023,A,UY,UY,57237653,,,,MARIA,,TORRES,,1970-08-24,2
CEN000890,censo2023,A,UY,UY,55676252,,,,PEDRO,,ACOSTA,,1954-01-16,1
CEN000891,censo2023,A,AR,AR,,032,DNI,R377346,GONZALO,,VELAZQUEZ,,1998-11-12,1
CEN000892,censo2023,A,UY,UY,30913551,,,,LEONARDO,PAULA,,,1954-02-15,1
CEN000893,censo2023,A,UY,UY,50653339,,,,ANA,BELEN,MARTINEZ,,1969-06-23,2
CEN000894,censo2023,C,UY,UY,58345604,,,,THIAGO,BEATRIZ,,,1977-07-07,1
CEN000895,censo2023,B,UY,UY,55076246,,,,NOELIA,ALEJANDRO,RAMIREZ,,1982-05-22,2
CEN000896,censo2023,B,VE,VE,,862,PAS,E906532,INES,CARLOS,,,1958-01-15,2
CEN000897,censo2023,A,BR,BR,,076,PAS,R905776,MICAELA,,ACOSTA,VELAZQUEZ,1983-11-27,2
CEN000898,censo2023,A,BR,BR,,076,PAS,R835597,NOELIA,,,,1992-05-13,2
CEN000899,censo2023,A,UY,UY,54158219,,,,INES,ELENA,RODRIGUEZ,,1983-02-07,2
CEN000900,censo2023,A,BR,BR,,076,PAS,B712785,FACUNDO,BELEN,TORRES,,1991-11-25,1
CEN000901,censo2023,A,UY,UY,43079119,,,,NOELIA,INES,,,1991-12-29,2
CEN000902,censo2023,A,UY,UY,39314622,,,,FLORENCIA,NOELIA,SUAREZ,,,2
CEN000903,censo2023,A,AR,AR,,032,DNI,R054874,SEBASTIAN,INES,FERNANDEZ,,1960-07-28,1
CEN000904,censo2023,C,UY,UY,33378512,,,,SEBASTIAN,ALEJANDRO,,,1982-01-04,1
CEN000905,censo2023,C,UY,UY,30177466,,,,CARLA,ELENA,SOSA,MENDES,1975-07-19,2
CEN000906,censo2023,A,PY,PY,,600,PAS,Y868111,ELISA,BEATRIZ,,DIAZ,1982-08-26,2
CEN000907,censo2023,B,UY,UY,43334216,,,,THIAGO,BEATRIZ,ACOSTA,,2000-09-06,1
CEN000908,censo2023,A,UY,UY,52055987,,,,ANA,,FERNANDEZ,,1952-09-12,2
CEN000909,censo2023,C,UY,UY,35469463,,,,RUBEN,BEATRIZ,DIAZ,,,1
CEN000910,censo2023,A,UY,UY,42268404,,,,CARLA,,RUIZ,,,2
CEN000911,censo2023,A,UY,UY,41021607,,,,JULIETA,,MENDES,,1963-02-16,2
CEN000912,censo2023,A,BR,BR,,076,DNI,R650578,MARTIN,,ALONSO,,1961-04-10,1
CEN000913,censo2023,C,UY,UY,55047881,,,,PAOLA,LUIS,,,1988-04-03,2
CEN000914,censo2023,A,UY,UY,59683512,,,,NOELIA,MAR,VELAZQUEZ,,1981-07-13,
CEN000915,censo2023,A,UY,UY,37362253,,,,PAOLA,LUIS,,,1969-05-26,2
CEN000916,censo2023,B,UY,UY,33208899,,,,FLORENCIA,ANDREA,TORRES,,1976-10-01,2
CEN000917,censo2023,A,UY,UY,46857582,,,,LUCIA,ELENA,RUIZ,,1981-08-10,2
CEN000918,censo2023,C,UY,UY,43817032,,,,NOELIA,JAVIER,,MARTINEZ,1968-10-24,2
CEN000919,censo2023,A,UY,UY,48591232,,,,JUAN,PAULA,SOSA,,1957-01-19,1
CEN000920,censo2023,A,UY,UY,52410480,,,,DIEGO,ANDREA,BENITEZ,,1952-11-29,1
CEN000921,censo2023,A,UY,UY,44499442,,,,JUAN,,RODRIGUEZ,,,1
CEN000922,censo2023,A,UY,UY,31532759,,,,MARIA,,DIAZ,,,2
CEN000923,censo2023,A,UY,UY,44944408,,,,SEBASTIAN,,,,1982-11-27,1
CEN000924,censo2023,A,UY,UY,36454271,,,,GONZALO,NOELIA,FERNANDEZ,ALONSO,1957-09-01,1
CEN000925,censo2023,A,UY,UY,44625304,,,,SANTIAGO,LUIS,,,,1
CEN000926,censo2023,A,UY,UY,35694363,,,,ANA,,,PEREZ,1986-09-30,2
CEN000927,censo2023,A,UY,UY,55818889,,,,MARTIN,LUIS,TORRES,FERNANDEZ,1976-11-15,1
CEN000928,censo2023,C,UY,UY,41782337,,,,DIEGO,,RUIZ,,1988-11-09,1
CEN000929,censo2023,A,UY,UY,58602019,,,,JULIETA,PAULA,PEREIRA,,1986-11-17,2
CEN000930,censo2023,A,BR,BR,,076,PAS,B065811,GONZALO,BEATRIZ,,,1992-07-16,1
CEN000931,censo2023,A,BR,BR,,076,DNI,B162671,GONZALO,INES,MARTINEZ,,1976-05-15,1
CEN000932,censo2023,A,UY,UY,30452142,,,,PEDRO,EZEQUIEL,ACOSTA,,2002-03-07,1
CEN000933,censo2023,A,UY,UY,45411209,,,,JOAQUIN,DAMIAN,MARTINEZ,,1996-12-07,1
CEN000934,censo2023,A,UY,UY,31355780,,,,MARIA,BELEN,MARTINEZ,RUIZ,1966-08-06,2
CEN000935,censo2023,A,UY,UY,55069205,,,,SOFIA,,ACOSTA,,1965-01-31,2
CEN000936,censo2023,A,UY,UY,51822328,,,,FLORENCIA,ANDREA,BENITEZ,,1968-11-30,2
CEN000937,censo2023,B,UY,UY,45805304,,,,FLORENCIA,JAVIER,MENDES,SUAREZ,1984-11-27,2
CEN000938,censo2023,A,UY,UY,42538368,,,,LEONARDO,ANDREA,VELAZQUEZ,LOPEZ,1991-05-08,1
CEN000939,censo2023,A,PY,PY,,600,PAS,P301304,MARTINA,,TORRES,,2001-08-13,
CEN000940,censo2023,A,AR,AR,,032,PAS,R724300,SEBASTIAN,LUIS,,VELAZQUEZ,2001-05-04,1
CEN000941,censo2023,A,UY,UY,45810439,,,,ANDRES,,,FERNANDEZ,1969-10-11,1
CEN000942,censo2023,A,UY,UY,54673947,,,,MICAELA,CARLOS,PEREIRA,,1985-10-19,2
CEN000943,censo2023,A,UY,UY,47769276,,,,SOFIA,PAULA,,ACOSTA,1972-10-16,2
CEN000944,censo2023,C,UY,UY,42776429,,,,PAOLA,CARLOS,,SOSA,1955-06-18,2
CEN000945,censo2023,A,UY,UY,36022063,,,,MATEO,INES,MENDES,FERNANDEZ,1996-11-05,
CEN000946,censo2023,C,UY,UY,47823355,,,,PAOLA,AGUSTINA,FERNANDEZ,,1954-06-12,2
CEN000947,censo2023,A,UY,UY,,,,,CARLA,AGUSTINA,,,1999-05-24,2
CEN000948,censo2023,A,UY,UY,47903273,,,,NOELIA,AGUSTINA,ALONSO,SOSA,1987-06-26,2
CEN000949,censo2023,A,UY,UY,55575438,,,,MATEO,ALEJANDRO,MENDES,,1986-01-12,1
CEN000950,censo2023,A,UY,UY,54506827,,,,ANA,ELENA,GOMEZ,DIAZ,1994-08-06,2
CEN000951,censo2023,B,UY,UY,43531696,,,,PEDRO,,MENDES,,1975-12-20,1
CEN000952,censo2023,A,AR,AR,,032,PAS,R531230,RUBEN,NOELIA,SUAREZ,,1953-01-28,1
CEN000953,censo2023,C,UY,UY,42748718,,,,THIAGO,NOELIA,,,1967-04-11,1
CEN000954,censo2023,A,UY,UY,39541818,,,,NICOLAS,DAMIAN,CORREA,SILVA,1967-10-10,1
CEN000955,censo2023,C,UY,UY,35384642,,,,VALENTINA,ANDREA,,,1969-09-19,2
CEN000956,censo2023,A,UY,UY,33675374,,,,FLORENCIA,INES,DIAZ,,1984-11-13,2
CEN000957,censo2023,A,AR,AR,,,,,DIEGO,BELEN,,,1971-06-30,1
CEN000958,censo2023,A,UY,UY,35547160,,,,SANTIAGO,,MARTINEZ,,1969-08-09,1
CEN000959,censo2023,B,UY,UY,56133992,,,,ANDRES,EZEQUIEL,,,1999-12-21,1
CEN000960,censo2023,A,UY,UY,31506762,,,,ANDRES,MAR,CORREA,RAMIREZ,1959-07-24,1
CEN000961,censo2023,B,VE,VE,,862,PAS,V486851,VALENTINA,,RAMIREZ,BENITEZ,1958-01-31,2
CEN000962,censo2023,A,UY,UY,,,,,ANDRES,ELENA,PEREZ,,1995-10-29,1
CEN000963,censo2023,A,UY,UY,,,,,SOFIA,CARLOS,CORREA,,1997-08-13,2
CEN000964,censo2023,A,UY,UY,47718419,,,,THIAGO,LUIS,SUAREZ,,1963-06-26,1
CEN000965,censo2023,B,UY,UY,46301411,,,,THIAGO,,GOMEZ,,1955-11-24,1
CEN000966,censo2023,A,UY,UY,37123526,,,,CARLA,PAULA,VELAZQUEZ,,1981-08-04,2
CEN000967,censo2023,A,BR,BR,,076,PAS,R941004,NOELIA,ANDREA,,,1952-06-24,2
CEN000968,censo2023,A,AR,AR,,032,PAS,A689344,JULIETA,ELENA,PEREIRA,GOMEZ,,2
CEN000969,censo2023,A,UY,UY,55877776,,,,DIEGO,BELEN,,GOMEZ,1967-05-21,1
CEN000970,censo2023,A,UY,UY,35089363,,,,MARTINA,PAULA,MENDES,,1989-07-22,2
CEN000971,censo2023,A,UY,UY,50027946,,,,THIAGO,ANDREA,SUAREZ,BENITEZ,1956-02-03,1
CEN000972,censo2023,A,BR,BR,,076,DNI,R524620,JOAQUIN,MAR,,,1968-11-14,
CEN000973,censo2023,A,AR,AR,,032,DNI,R536509,MARIA,,RUIZ,MARTINEZ,1962-05-02,2
CEN000974,censo2023,A,UY,UY,32083060,,,,LEONARDO,ALEJANDRO,PEREIRA,,1965-10-14,1
CEN000975,censo2023,A,UY,UY,43496741,,,,CARLA,DAMIAN,ALONSO,,1967-03-23,2
CEN000976,censo2023,C,UY,UY,40592009,,,,JUAN,NOELIA,MENDES,,1992-08-18,1
CEN000977,censo2023,A,UY,UY,,,,,MARTINA,,,,1986-10-26,2
CEN000978,censo2023,A,UY,UY,59335540,,,,CARLA,NOELIA,MENDES,,1954-01-19,2
CEN000979,censo2023,A,UY,UY,37532032,,,,LAURA,,ALONSO,,1965-12-27,2
CEN000980,censo2023,A,UY,UY,56400146,,,,MARTINA,EZEQUIEL,PEREIRA,,1969-07-26,2
CEN000981,censo2023,B,UY,UY,38098609,,,,CARLA,CARLOS,,,1955-12-06,2
CEN000982,censo2023,C,UY,UY,48534700,,,,MARTINA,MAR,GOMEZ,,,2
CEN000983,censo2023,A,BR,BR,,076,PAS,B496533,ANDRES,BELEN,SOSA,,1951-10-09,1
CEN000984,censo2023,A,AR,AR,,032,PAS,R602262,SEBASTIAN,PAULA,VELAZQUEZ,,1984-08-29,1
CEN000985,censo2023,C,UY,UY,45723439,,,,JUAN,,PEREZ,,1972-07-16,1
CEN000986,censo2023,A,VE,VE,,862,PAS,V641688,INES,PAULA,,,1991-05-11,2
CEN000987,censo2023,A,AR,AR,,032,PAS,A478077,PAOLA,PAULA,LOPEZ,,1998-08-15,
CEN000988,censo2023,C,UY,UY,37838722,,,,INES,EZEQUIEL,MARTINEZ,,1957-10-24,2
CEN000989,censo2023,B,UY,UY,59232616,,,,SANTIAGO,CARLOS,PEREZ,,1992-10-01,1
CEN000990,censo2023,B,UY,UY,35594008,,,,MICAELA,,RAMIREZ,,1973-12-20,2
CEN000991,censo2023,A,UY,UY,55478677,,,,PAOLA,MAR,LOPEZ,,1965-01-19,2
CEN000992,censo2023,A,UY,UY,54159729,,,,ELISA,,LOPEZ,,1950-12-15,2
CEN000993,censo2023,C,UY,UY,50998650,,,,JUAN,LUIS,MENDES,,1964-11-24,1
CEN000994,censo2023,A,UY,UY,42186492,,,,SEBASTIAN,EZEQUIEL,,PEREZ,1963-03-18,1
CEN000995,censo2023,B,UY,UY,39182571,,,,FLORENCIA,NOELIA,RAMIREZ,,1955-04-25,2
CEN000996,censo2023,A,AR,AR,,032,PAS,R864871,THIAGO,,,,1991-08-07,1
CEN000997,censo2023,B,UY,UY,44348219,,,,VALENTINA,ELENA,MARTINEZ,,2003-09-28,2
CEN000998,censo2023,C,UY,UY,43423582,,,,RUBEN,ALEJANDRO,,SUAREZ,2000-10-03,1
CEN000999,censo2023,A,UY,UY,40017661,,,,JUAN,BELEN,,GOMEZ,1961-03-09,1
CEN001000,censo2023,B,BR,BR,,076,DNI,B957627,CARLA,INES,,,1979-04-05,2
CEN001001,censo2023,B,UY,UY,57553766,,,,FLORENCIA,JAVIER,DIAZ,,1967-07-02,2
CEN001002,censo2023,A,UY,UY,39662197,,,,THIAGO,DAMIAN,MARTINEZ,,1985-11-20,1
CEN001003,censo2023,A,UY,UY,47332386,,,,JUAN,,SILVA,VELAZQUEZ,2004-05-07,1
CEN001004,censo2023,B,BR,BR,,076,PAS,B197917,ANA,JAVIER,,,1981-07-30,2
CEN001005,censo2023,A,UY,UY,43492680,,,,NOELIA,MAR,FERNANDEZ,,1999-05-27,2
CEN001006,censo2023,C,BR,BR,,,,,LUCIA,INES,RAMIREZ,LOPEZ,1985-10-26,2
CEN001007,censo2023,B,PY,PY,,600,DNI,P630283,INES,AGUSTINA,PEREZ,,,2
CEN001008,censo2023,A,UY,UY,31570293,,,,DIEGO,DAMIAN,,,2005-02-21,1
CEN001009,censo2023,C,UY,UY,42141074,,,,PEDRO,MAR,,,1998-09-19,1
CEN001010,censo2023,A,UY,UY,34892462,,,,ELISA,ANDREA,MARTINEZ,,1965-12-17,2
CEN001011,censo2023,A,UY,UY,43266229,,,,MARIA,BEATRIZ,FERNANDEZ,,1994-08-08,2
CEN001012,censo2023,B,UY,UY,33873187,,,,LEONARDO,ANDREA,SOSA,,1998-04-07,1
CEN001013,censo2023,A,UY,UY,53850288,,,,FACUNDO,EZEQUIEL,ALONSO,,1958-10-16,1
CEN001014,censo2023,C,UY,UY,55887522,,,,JUAN,AGUSTINA,DIAZ,,1991-03-03,1
CEN001015,censo2023,A,UY,UY,33074102,,,,THIAGO,,MARTINEZ,,1956-03-10,1
CEN001016,censo2023,A,UY,UY,58626926,,,,GONZALO,,,,1998-02-18,1
CEN001017,censo2023,C,UY,UY,51925782,,,,NOELIA,PAULA,SOSA,,,2
CEN001018,censo2023,A,UY,UY,38048507,,,,MATEO,DAMIAN,FERNANDEZ,,1972-01-18,1
CEN001019,censo2023,C,UY,UY,46889568,,,,PAOLA,LUIS,FERNANDEZ,,1971-05-24,2
CEN001020,censo2023,C,UY,UY,37296949,,,,JUAN,CARLOS,BENITEZ,,1990-04-30,1
CEN001021,censo2023,C,UY,UY,44447597,,,,ELISA,PAULA,TORRES,,1984-01-02,2
CEN001022,censo2023,A,UY,UY,36108542,,,,INES,BELEN,,,1977-02-03,2
CEN001023,censo2023,A,AR,AR,,032,DNI,R822062,DIEGO,NOELIA,SUAREZ,,,1
CEN001024,censo2023,A,UY,UY,41085852,,,,DIEGO,PAULA,,,1981-02-04,1
CEN001025,censo2023,C,UY,UY,44366555,,,,FLORENCIA,INES,TORRES,,1998-03-08,2
CEN001026,censo2023,C,UY,UY,40360846,,,,THIAGO,NOELIA,PEREIRA,PEREIRA,1964-06-08,1
CEN001027,censo2023,A,UY,UY,45711368,,,,NOELIA,BELEN,,,1988-08-26,2
CEN001028,censo2023,A,UY,UY,55017424,,,,MATEO,EZEQUIEL,SOSA,,1966-06-10,1
CEN001029,censo2023,A,UY,UY,,,,,NOELIA,,,ALONSO,1988-12-11,2
CEN001030,censo2023,C,PY,PY,,600,DNI,P412497,NOELIA,ALEJANDRO,BENITEZ,,1967-02-20,2
CEN001031,censo2023,C,VE,VE,,862,DNI,E017738,MARTIN,CARLOS,TORRES,,1989-03-11,1
CEN001032,censo2023,C,UY,UY,30247293,,,,NOELIA,,,,2001-10-16,2
CEN001033,censo2023,C,UY,UY,53344679,,,,MARIA,ELENA,PEREIRA,VELAZQUEZ,2003-09-28,2
